datetime,time_step,observed_m3s,simulated_m3s,residual_m3s,relative_error_pct
2024-01-03 19:00:00,67,228.59013750002492,3848.40322285948,-3619.8130853594553,1583.5386097351031
2024-01-03 20:00:00,68,239.02134316216535,3957.7881377507733,-3718.766794588608,1555.8304314546463
2024-01-03 21:00:00,69,233.76587827035368,3856.8259108386637,-3623.06003256831,1549.8669264203681
2024-01-03 22:00:00,70,201.2609588925756,3735.876104277581,-3534.6151453850052,1756.2348727910166
2024-01-03 23:00:00,71,191.6097186851118,3751.6179100871705,-3560.008191402059,1857.9476113382939
2024-01-04 00:00:00,72,208.54531619742832,3678.3109934182203,-3469.765677220792,1663.7945845477489
2024-01-04 01:00:00,73,197.17778390705243,3415.9667309119586,-3218.7889470049063,1632.429822074788
2024-01-04 02:00:00,74,166.35334270379673,3310.6547819150614,-3144.3014392112646,1890.1342095721538
2024-01-04 03:00:00,75,181.8619644823816,3250.8586392707166,-3068.996674788335,1687.5418032150712
2024-01-04 04:00:00,76,189.19781754037905,3149.7910003090556,-2960.5931827686763,1564.8136015822802
2024-01-04 05:00:00,77,183.0959302676341,2894.3090511546234,-2711.213120886989,1480.7609961204316
2024-01-04 06:00:00,78,158.35023371450646,2681.940996729641,-2523.5907630151346,1593.676689839927
2024-01-04 07:00:00,79,158.1885984409623,2116.1250938122575,-1957.9364953712952,1237.7228919579932
2024-01-04 08:00:00,80,105.15391245124108,1675.6735140267979,-1570.5196015755569,1493.5436684809922
2024-01-04 09:00:00,81,110.11626089125284,1447.971769191089,-1337.8555082998362,1214.9481806515914
2024-01-04 10:00:00,82,137.28188258994882,1195.1204156826016,-1057.8385330926528,770.5594599487981
2024-01-04 11:00:00,83,135.4191385136596,961.6155091460126,-826.196370632353,610.1031063264484
2024-01-04 12:00:00,84,135.3943823549404,855.9441708253775,-720.5497884704371,532.1858824109071
2024-01-04 13:00:00,85,135.22223529878417,865.9447717074438,-730.7225364086596,540.386375653435
2024-01-04 14:00:00,86,130.67209900209843,873.3214898595688,-742.6493908574704,568.3304978865797
2024-01-04 15:00:00,87,107.6245923564752,883.7907976973665,-776.1662053408913,721.1792289721909
2024-01-04 16:00:00,88,130.33863121558474,894.675151631951,-764.3365204163663,586.4236207545608
2024-01-04 17:00:00,89,137.1626770598124,904.7751707269862,-767.6124936671738,559.6365644951954
2024-01-04 18:00:00,90,131.46093721351858,913.6466284124097,-782.185691198891,594.9947625342627
2024-01-04 19:00:00,91,120.147612062449,921.4515633822693,-801.3039513198204,666.9328982612884
2024-01-04 20:00:00,92,109.49531394041814,931.250098454174,-821.7547845137559,750.4931078246085
2024-01-04 21:00:00,93,124.57449212260224,940.1983978632758,-815.6239057406735,654.7278594866456
2024-01-04 22:00:00,94,119.6080421215054,949.7449299437732,-830.1368878222678,694.0477187804498
2024-01-04 23:00:00,95,123.81256669457277,957.7961797200617,-833.9836130254889,673.585594168969
2024-01-05 00:00:00,96,111.9060535088111,965.9851364704228,-854.0790829616118,763.210797076643
2024-01-05 01:00:00,97,111.24672576043008,973.3414177430986,-862.0946919826686,774.9393845884418
2024-01-05 02:00:00,98,104.20299119200644,979.6636338055999,-875.4606426135936,840.1492438930596
2024-01-05 03:00:00,99,94.48128755719472,985.5607809212428,-891.0794933640481,943.1280165658503
2024-01-05 04:00:00,100,89.45592060471871,992.243088616937,-902.7871680122183,1009.1977835669348
2024-01-05 05:00:00,101,95.21254133205684,997.6316632976618,-902.419121965605,947.7943864751902
2024-01-05 06:00:00,102,85.31008789003897,1001.8956734525885,-916.5855855625496,1074.416412211401
2024-01-05 07:00:00,103,74.50384070857832,1006.3854106781496,-931.8815699695713,1250.7832631268298
2024-01-05 08:00:00,104,74.7624244963993,1010.2691075017685,-935.5066830053693,1251.3059726285694
2024-01-05 09:00:00,105,69.78299633301557,1013.4502679518871,-943.6672716188715,1352.2882667799774
2024-01-05 10:00:00,106,63.23500962395603,1015.3752636809696,-952.1402540570136,1505.7169433817935
2024-01-05 11:00:00,107,51.91110072308575,1017.786588659428,-965.8754879363423,1860.6338037189819
2024-01-05 12:00:00,108,54.22327102073616,1020.198226993808,-965.9749559730718,1781.4767309107224
2024-01-05 13:00:00,109,54.56867087271792,1022.7183594338787,-968.1496885611608,1774.185944201173
2024-01-05 14:00:00,110,55.52533359048198,1025.110057127105,-969.584723536623,1746.2024284043687
2024-01-05 15:00:00,111,54.61445973105417,1026.8082781607286,-972.1938184296745,1780.1033338372076
2024-01-05 16:00:00,112,48.76145582641887,1027.7749056010168,-979.0134497745979,2007.7609111173629
2024-01-05 17:00:00,113,41.88340785004125,1029.7627336832284,-987.8793258331871,2358.6412294104052
2024-01-05 18:00:00,114,49.25252783042653,1030.6933146935871,-981.4407868631606,1992.670894460893
2024-01-05 19:00:00,115,41.65074210135418,1032.6894171135436,-991.0386750121895,2379.402202728023
2024-01-05 20:00:00,116,49.301095853376026,1033.9036694717581,-984.602573618382,1997.1210711961462
2024-01-05 21:00:00,117,44.01430491015341,1034.8198704598187,-990.8055655496653,2251.098972418628
2024-01-05 22:00:00,118,40.7741565651049,1035.607036709095,-994.83288014399,2439.8613336256767
2024-01-05 23:00:00,119,39.23488391023732,1036.076074961051,-996.8411910508138,2540.701263017409
