datetime,discharge_m3s,fast_component_m3s,inter_component_m3s,base_component_m3s
2024-01-02 14:00:00,53.13489929578907,24.917246782389537,16.672109877511122,11.545542635888415
2024-01-02 15:00:00,52.0018462097126,23.67955583673684,16.75404957347375,11.56824079950201
2024-01-02 16:00:00,56.79567278927618,26.942448014907356,18.043456375911507,11.809768398457326
2024-01-02 17:00:00,57.781968435288434,27.24087330566938,18.606232131908342,11.934862997710718
2024-01-02 18:00:00,58.65903338888887,27.4763040849716,19.12474066014921,12.057988643768063
2024-01-02 19:00:00,61.39926219758085,29.118644857506073,20.025156667751435,12.255460672323348
2024-01-02 20:00:00,66.33611831762602,32.34872630348093,21.43310832731722,12.554283686827869
2024-01-02 21:00:00,66.70319111917847,32.05748128831745,21.939948764150326,12.7057610667107
2024-01-02 22:00:00,63.95962317102007,29.504335043246584,21.723993746812496,12.731294380960989
2024-01-02 23:00:00,63.16330586410638,28.556664056353164,21.80084921397783,12.805792593775376
2024-01-03 00:00:00,64.38064684801721,29.17718880102779,22.255389719787342,12.948068327202076
2024-01-03 01:00:00,73.2250982332857,35.46705290528519,24.364875073149125,13.393170254851384
2024-01-03 02:00:00,74.92216149918892,36.16112938414816,25.140527627898702,13.620504487142053
2024-01-03 03:00:00,80.33007842921765,39.62567121765676,26.706703321642827,13.997703889918059
2024-01-03 04:00:00,88.35850573941745,44.91851446842786,28.930243385707634,14.509747885281953
2024-01-03 05:00:00,98.88039542657867,51.86833928469403,31.842478764001925,15.169577377882732
2024-01-03 06:00:00,105.58964104600787,55.716589390196845,34.12623255069879,15.746819105112248
2024-01-03 07:00:00,117.16552017094916,63.08938174517587,37.52736191275221,16.5487765130211
2024-01-03 08:00:00,130.04953927447124,71.41926008191348,41.213710485737174,17.4165687068206
2024-01-03 09:00:00,145.59968113888024,81.79023466921275,45.423493234642315,18.385953235025177
2024-01-03 10:00:00,155.85579219211903,88.09087801196853,48.57946499941562,19.18544918073489
2024-01-03 11:00:00,165.2161380669957,93.80267443658597,51.46947131450088,19.94399231590882
2024-01-03 12:00:00,183.3428404963798,106.48793778814031,55.90066250508699,20.954240203152498
2024-01-03 13:00:00,193.57805760825823,112.92021170107336,58.91633257143535,21.741513335749545
2024-01-03 14:00:00,200.54300026126919,116.87928660017184,61.2451583263646,22.418555334732716
2024-01-03 15:00:00,208.84468433930218,122.08131214934717,63.66123422499854,23.102137964956487
2024-01-03 16:00:00,216.8096633693268,127.13907674718065,65.9162764573036,23.754310164842575
2024-01-03 17:00:00,189.04190108489152,103.39355030692603,62.134128474660116,23.514222303305374
2024-01-03 18:00:00,180.55700547545007,96.168448700987,60.7994802385473,23.589076535915773
2024-01-03 19:00:00,172.32581386901558,89.45072089273864,59.26330011877103,23.611792857505893
2024-01-03 20:00:00,163.81073646102791,82.75261056986064,57.48208587213917,23.576040019028117
2024-01-03 21:00:00,168.05353706050656,86.65854550812683,57.60574407607537,23.789247476304368
2024-01-03 22:00:00,172.55677185095297,90.66948292467886,57.87512885435494,24.012160071919165
2024-01-03 23:00:00,189.5962049418862,104.83918538832302,60.23834818728724,24.51867136627594
2024-01-04 00:00:00,180.4431940199191,97.16263135226613,58.78200903522554,24.498553632427406
2024-01-04 01:00:00,168.55068678184236,87.5086155202783,56.67281217303061,24.369259088533433
2024-01-04 02:00:00,154.07033070520137,76.02792342308706,53.914395419024885,24.128011863089434
2024-01-04 03:00:00,143.07235721221042,67.7430055926671,51.43236425126322,23.896987368280055
2024-01-04 04:00:00,143.36547122457662,68.95774484779767,50.54871791096776,23.859008465811208
2024-01-04 05:00:00,132.50113653180972,60.87688919547948,48.03572243848914,23.588524897841097
2024-01-04 06:00:00,120.22768214432254,51.81946386819088,45.16236540665482,23.245852869476856
2024-01-04 07:00:00,115.52453969401657,49.201909280176274,43.307286262406315,23.015344151433965
2024-01-04 08:00:00,103.33250569267805,40.39667996584092,40.320961787238765,22.61486393959837
2024-01-04 09:00:00,103.93050884542633,42.308424662039684,39.18266399873449,22.439420184652164
2024-01-04 10:00:00,99.19681085465344,39.659844592606596,37.37387821916391,22.163088042882933
2024-01-04 11:00:00,100.66864629372675,42.11114494192337,36.55189832019166,22.00560303161173
2024-01-04 12:00:00,99.38987113905772,42.127324510942195,35.45799817727908,21.804548450836446
2024-01-04 13:00:00,95.4531639897438,39.87215048194063,34.031147836036794,21.549865671766383
2024-01-04 14:00:00,91.749758425717,37.80543390934451,32.65347463599043,21.290849880382062
2024-01-04 15:00:00,100.94203245907553,46.35900678552366,33.28893073575726,21.294094937794622
2024-01-04 16:00:00,100.24796788057968,46.43134305106414,32.68169769129253,21.13492713822301
2024-01-04 17:00:00,91.49284052836313,39.804669402806425,30.87744096171818,20.810730163838535
2024-01-04 18:00:00,84.30457536811116,34.634811316918835,29.182120451038998,20.487643600153316
2024-01-04 19:00:00,82.04747346037992,33.63748043109454,28.16601949791945,20.243973531365917
2024-01-04 20:00:00,87.78196695008761,39.19628880983184,28.419954802676184,20.16572333757958
2024-01-04 21:00:00,80.08507660938615,33.44793566313138,26.798919751106837,19.83822119514792
2024-01-04 22:00:00,74.1798142873643,29.314833274896124,25.343323200246438,19.52165781222172
2024-01-04 23:00:00,76.99971725278067,32.448156254969504,25.180875069525182,19.370685928285994
2024-01-05 00:00:00,85.9175209128056,40.45144531860636,26.098773550060095,19.36730204413915
2024-01-05 01:00:00,99.109313520851,51.69456780283792,27.91979264941211,19.49495306860097
2024-01-05 02:00:00,105.77802002729527,57.204376854731606,29.03157392688905,19.54206924567461
2024-01-05 03:00:00,109.74933068585271,60.33550863629412,29.85385694501471,19.559965104543867
2024-01-05 04:00:00,101.45274540564093,53.25012739119974,28.859063785423047,19.34355422901815
2024-01-05 05:00:00,93.5146375418381,46.70241525855873,27.711853420253156,19.100368863026212
2024-01-05 06:00:00,93.37443978121972,46.80930904595941,27.580299026918382,18.984831708341943
2024-01-05 07:00:00,86.65018784402312,41.45624184696483,26.456031462193007,18.737914534865297
2024-01-05 08:00:00,76.50700939808641,33.429177173984094,24.680795865900706,18.397036358201603
2024-01-05 09:00:00,79.09298401312007,36.147453679002865,24.666609386372244,18.27892094774498
2024-01-05 10:00:00,77.51327145099525,35.29944382739511,24.12176358418682,18.092064039413312
2024-01-05 11:00:00,72.46158539451488,31.57721337006062,23.051483062299088,17.832888962155174
2024-01-05 12:00:00,63.95543907866542,25.086323644332342,21.382095040227654,17.48702039410542
2024-01-05 13:00:00,59.19737172721118,21.856257672594626,20.152406964222973,17.18870709039359
2024-01-05 14:00:00,56.196957008122084,20.127551994449938,19.1551425687569,16.914262444915238
2024-01-05 15:00:00,51.83561102830804,17.27790662247794,17.951239292259682,16.60646511357042
2024-01-05 16:00:00,45.45109778070015,12.799788041168977,16.406197403462333,16.245112336068843
2024-01-05 17:00:00,40.889825939865915,9.911527848921281,15.075548421615233,15.902749669329395
2024-01-05 18:00:00,36.677363837341105,7.34264042527516,13.778013837580604,15.55670957448534
2024-01-05 19:00:00,33.24991756298937,5.439561814957996,12.592156517263422,15.218199230767949
2024-01-05 20:00:00,30.425145828551365,4.0297265050453985,11.50836453094338,14.887054792562584
2024-01-05 21:00:00,28.0662640350968,2.9852948193016897,10.517853236298444,14.563115979496663
2024-01-05 22:00:00,26.07038086986534,2.211560796245428,9.61259407475906,14.246225998860849
2024-01-05 23:00:00,24.359845499998016,1.6383645340039816,8.785249496275734,13.9362314697183
